0=Unknown, 1=Fire Extinguisher, 2=Pistol, 3=Fist, 4=Crowbar, 5=Knife, 6=Rifle, 7=Throw Small, 8=Throw Big 40=Stun, 41=Flames, 42= Armour Piercing, 43=Blunt, 44=Sharp, 45=Piercing, 46=Acid; 47=Psy
53;//effect number------------------------------Add Stun Effect [100]
      100.00000;//parameter1
      -1.00000;//parameter2
      31.000000;//parameter3
      1000.000000;//parameter4
63;//effect number-----------------------Damage NPCs [5 - 10]
      -5.000000;//parameter1
      -10.00000;//parameter2
      0.000000;//parameter3
      1.000000;//parameter4
1;//effect number-----------------------Slow Down
      3000.000000;//parameter1
      -1.000000;//parameter2
      0.850000;//parameter3
      0.000000;//parameter4
  end_hit_effects;
9mm Parabellum Pistol Bullet;//name---------------------------------------
  36;//identifier
  45;//class
  bullet0.png;//bullet texture
  1;//bullets at one shot
  0;//stop at hit 0=stop where hit, 1=don't stop
  0.700000;//bullet size
  0.020000;//spread
  4.000000;//bullet speed
  425.000000;//time until bullet disappears
  400;//fire rate
  2;//trace 0=no trace, 1=blue beam, 2=bullet trace, 3=red beam, 4=green beam, 5=yellow beam
  -1;//hit visual effect colour, -1=nothing 0=?, 1=red, 2=green, 3=blue
  0;//hit visual effect particle, -1=nothing, 0=>particle from particles.dat 
  none;//hit effect sound
  0.800000;//push target back
  0.020000;//push shooter back
  ballistic.wav;//fire sound
  claws0_hit.wav;//hit sound
  1.000000;//AI hear volume, the amount of anger the AI gets when it hears the weapon
  begin_wield_conditions;
   3;//condition-----------------------Must Have Ammo
      35.000000;//condition parameter0
      1.000000;//condition parameter1
   0;//condition-----------------------Must Not Have AP Selected
      114.000000;//condition parameter0
      0.000000;//condition parameter1
  end_wield_conditions;
  begin_fire_effects;
27;//effect number-----------------------Make Muzzle Light
      6.000000;//parameter1
      50.000000;//parameter2
      0.400000;//parameter3
      0.400000;//parameter4
    4;//effect number-----------------------Remove Ammo
      -1.000000;//parameter1
      1.00000;//parameter2
      35.000000;//parameter3
      0.000000;//parameter4
	33;//effect number-----------------------Stagger Mouse
      15.000000;//parameter1
      15.000000;//parameter2
      200.000000;//parameter3
      0.000000;//parameter4
  end_fire_effects;
  begin_hit_effects;
  4;//effect number-----------------------Blood Particles
      -20.000000;//parameter1
      1.00000;//parameter2
      21.000000;//parameter3
      0.000000;//parameter4
    63;//effect number-----------------------Add Knock-Out Effect [55-125]
      75.000000;//parameter1
      225.00000;//parameter2
      32.000000;//parameter3
      1.000000;//parameter4
63;//effect number-----------------------Damage NPCs [80 - 150]
      -80.000000;//parameter1
      -150.00000;//parameter2
      0.000000;//parameter3
      1.000000;//parameter4
		4;//effect number------------------------------Make Bleeding[25]
			25.000000;//parameter1
			0.00000;//parameter2
			16.000000;//parameter3
			0.000000;//parameter4
		63;//effect number------------------------------Make Bleeding[25-50]
			0.000000;//parameter1
			25.00000;//parameter2
			16.000000;//parameter3
			1.000000;//parameter4
53;//effect number------------------------------Add Knock-Out Effect [50]
      15.00000;//parameter1
      -1.00000;//parameter2
      32.000000;//parameter3
      15000.000000;//parameter4
  end_hit_effects;
9mm AP Pistol Bullet;//name---------------------------------------
  37;//identifier
  42;//class
  bullet0.png;//bullet texture
  1;//bullets at one shot
  0;//stop at hit 0=stop where hit, 1=don't stop
  0.700000;//bullet size
  0.020000;//spread
  4.000000;//bullet speed
  425.000000;//time until bullet disappears
  400;//fire rate
  2;//trace 0=no trace, 1=blue beam, 2=bullet trace, 3=red beam, 4=green beam, 5=yellow beam
  -1;//hit visual effect colour, -1=nothing 0=?, 1=red, 2=green, 3=blue
  0;//hit visual effect particle, -1=nothing, 0=>particle from particles.dat 
  none;//hit effect sound
  0.800000;//push target back
  0.020000;//push shooter back
  ballistic.wav;//fire sound
  claws0_hit.wav;//hit sound
  1.000000;//AI hear volume, the amount of anger the AI gets when it hears the weapon
  begin_wield_conditions;
   3;//condition-----------------------Must Have Ammo
      35.000000;//condition parameter0
      1.000000;//condition parameter1
   0;//condition-----------------------Must Not Have Parabellum Selected
      116.000000;//condition parameter0
      0.000000;//condition parameter1
  end_wield_conditions;
  begin_fire_effects;
27;//effect number-----------------------Make Muzzle Light
      6.000000;//parameter1
      50.000000;//parameter2
      0.400000;//parameter3
      0.400000;//parameter4
    4;//effect number-----------------------Remove Ammo
      -1.000000;//parameter1
      1.00000;//parameter2
      35.000000;//parameter3
      0.000000;//parameter4
	33;//effect number-----------------------Stagger Mouse
      15.000000;//parameter1
      15.000000;//parameter2
      200.000000;//parameter3
      0.000000;//parameter4
  end_fire_effects;
  begin_hit_effects;
  4;//effect number-----------------------Blood Particles
      -10.000000;//parameter1
      1.00000;//parameter2
      21.000000;//parameter3
      0.000000;//parameter4
    63;//effect number-----------------------Add Knock-Out Effect [55-125]
      75.000000;//parameter1
      225.00000;//parameter2
      32.000000;//parameter3
      1.000000;//parameter4
63;//effect number-----------------------Damage NPCs [70 - 140]
      -70.000000;//parameter1
      -140.00000;//parameter2
      0.000000;//parameter3
      1.000000;//parameter4
53;//effect number------------------------------Add AP Impact Effect
      -20.00000;//parameter1
      -1.00000;//parameter2
      0.000000;//parameter3
      100.000000;//parameter4
  end_hit_effects;
Pump Shotgun Pellet Shell;//name---------------------------------------
  38;//identifier
  45;//class
  bullet0.png;//bullet texture
  25;//bullets at one shot
  0;//stop at hit 0=stop where hit, 1=don't stop
  0.300000;//bullet size
  0.100000;//spread
  2.000000;//bullet speed
  425.000000;//time until bullet disappears
  400;//fire rate
  0;//trace 0=no trace, 1=blue beam, 2=bullet trace, 3=red beam, 4=green beam, 5=yellow beam
  -1;//hit visual effect colour, -1=nothing 0=?, 1=red, 2=green, 3=blue
  0;//hit visual effect particle, -1=nothing, 0=>particle from particles.dat 
  none;//hit effect sound
  0.100000;//push target back
  0.030000;//push shooter back
  shotgun.wav;//fire sound
  claws0_hit.wav;//hit sound
  1.000000;//AI hear volume, the amount of anger the AI gets when it hears the weapon
  begin_wield_conditions;
   3;//condition-----------------------Must Have Ammo
      36.000000;//condition parameter0
      1.000000;//condition parameter1
   0;//condition-----------------------Must Not Have Shotgun Slug Selected
      119.000000;//condition parameter0
      0.000000;//condition parameter1
   0;//condition-----------------------Must Not Have Shotgun Beanbag Slug Selected
      120.000000;//condition parameter0
      0.000000;//condition parameter1
   0;//condition-----------------------Must Not Have Shotgun Incendiary Slug Selected
      121.000000;//condition parameter0
      0.000000;//condition parameter1
  end_wield_conditions;
  begin_fire_effects;
27;//effect number-----------------------Make Muzzle Light
      6.000000;//parameter1
      50.000000;//parameter2
      0.400000;//parameter3
      0.400000;//parameter4
    4;//effect number-----------------------Remove Ammo
      -1.000000;//parameter1
      1.00000;//parameter2
      36.000000;//parameter3
      0.000000;//parameter4
	33;//effect number-----------------------Stagger Mouse
      25.000000;//parameter1
      25.000000;//parameter2
      200.000000;//parameter3
      0.000000;//parameter4
  end_fire_effects;
  begin_hit_effects;
  4;//effect number-----------------------Blood Particles
      -5.000000;//parameter1
      1.00000;//parameter2
      21.000000;//parameter3
      0.000000;//parameter4
    63;//effect number-----------------------Add Knock-Out Effect [50-250]
      2.000000;//parameter1
      10.00000;//parameter2
      32.000000;//parameter3
      1.000000;//parameter4
63;//effect number-----------------------Damage NPCs [175 - 250]
      -7.000000;//parameter1
      -10.00000;//parameter2
      0.000000;//parameter3
      1.000000;//parameter4
53;//effect number------------------------------Add Knock-Out Effect [125]
      5.00000;//parameter1
      -1.00000;//parameter2
      32.000000;//parameter3
      15000.000000;//parameter4
  end_hit_effects;
Pump Shotgun Slug Shell;//name---------------------------------------
  39;//identifier
  45;//class
  bullet0.png;//bullet texture
  1;//bullets at one shot
  0;//stop at hit 0=stop where hit, 1=don't stop
  1.000000;//bullet size
  0.020000;//spread
  2.000000;//bullet speed
  425.000000;//time until bullet disappears
  400;//fire rate
  2;//trace 0=no trace, 1=blue beam, 2=bullet trace, 3=red beam, 4=green beam, 5=yellow beam
  -1;//hit visual effect colour, -1=nothing 0=?, 1=red, 2=green, 3=blue
  0;//hit visual effect particle, -1=nothing, 0=>particle from particles.dat 
  none;//hit effect sound
  0.200000;//push target back
  0.030000;//push shooter back
  shotgun.wav;//fire sound
  claws0_hit.wav;//hit sound
  1.000000;//AI hear volume, the amount of anger the AI gets when it hears the weapon
  begin_wield_conditions;
   3;//condition-----------------------Must Have Ammo
      36.000000;//condition parameter0
      1.000000;//condition parameter1
   0;//condition-----------------------Must Not Have Shotgun Shell Selected
      118.000000;//condition parameter0
      0.000000;//condition parameter1
   0;//condition-----------------------Must Not Have Shotgun Beanbag Slug Selected
      120.000000;//condition parameter0
      0.000000;//condition parameter1
   0;//condition-----------------------Must Not Have Shotgun Incendiary Slug Selected
      121.000000;//condition parameter0
      0.000000;//condition parameter1
  end_wield_conditions;
  begin_fire_effects;
27;//effect number-----------------------Make Muzzle Light
      6.000000;//parameter1
      50.000000;//parameter2
      0.400000;//parameter3
      0.400000;//parameter4
    4;//effect number-----------------------Remove Ammo
      -1.000000;//parameter1
      1.00000;//parameter2
      36.000000;//parameter3
      0.000000;//parameter4
	33;//effect number-----------------------Stagger Mouse
      25.000000;//parameter1
      25.000000;//parameter2
      200.000000;//parameter3
      0.000000;//parameter4
  end_fire_effects;
  begin_hit_effects;
  4;//effect number-----------------------Blood Particles
      -35.000000;//parameter1
      1.00000;//parameter2
      21.000000;//parameter3
      0.000000;//parameter4
    63;//effect number-----------------------Add Knock-Out Effect [50-200]
      50.000000;//parameter1
      200.00000;//parameter2
      32.000000;//parameter3
      1.000000;//parameter4
63;//effect number-----------------------Damage NPCs [150 - 300]
      -150.000000;//parameter1
      -300.00000;//parameter2
      0.000000;//parameter3
      1.000000;//parameter4
53;//effect number------------------------------Add Knock-Out Effect [50]
      15.00000;//parameter1
      -1.00000;//parameter2
      32.000000;//parameter3
      15000.000000;//parameter4
  end_hit_effects;
Pump Shotgun Beanbag Slug;//name---------------------------------------
  40;//identifier
  43;//class
  bullet0.png;//bullet texture
  1;//bullets at one shot
  0;//stop at hit 0=stop where hit, 1=don't stop
  1.000000;//bullet size
  0.020000;//spread
  2.000000;//bullet speed
  425.000000;//time until bullet disappears
  400;//fire rate
  2;//trace 0=no trace, 1=blue beam, 2=bullet trace, 3=red beam, 4=green beam, 5=yellow beam
  -1;//hit visual effect colour, -1=nothing 0=?, 1=red, 2=green, 3=blue
  0;//hit visual effect particle, -1=nothing, 0=>particle from particles.dat 
  none;//hit effect sound
  0.200000;//push target back
  0.030000;//push shooter back
  shotgun.wav;//fire sound
  claws0_hit.wav;//hit sound
  1.000000;//AI hear volume, the amount of anger the AI gets when it hears the weapon
  begin_wield_conditions;
   3;//condition-----------------------Must Have Ammo
      36.000000;//condition parameter0
      1.000000;//condition parameter1
   0;//condition-----------------------Must Not Have Shotgun Shell Selected
      118.000000;//condition parameter0
      0.000000;//condition parameter1
   0;//condition-----------------------Must Not Have Shotgun Slug Selected
      119.000000;//condition parameter0
      0.000000;//condition parameter1
   0;//condition-----------------------Must Not Have Shotgun Incendiary Slug Selected
      121.000000;//condition parameter0
      0.000000;//condition parameter1
  end_wield_conditions;
  begin_fire_effects;
27;//effect number-----------------------Make Muzzle Light
      6.000000;//parameter1
      50.000000;//parameter2
      0.400000;//parameter3
      0.400000;//parameter4
    4;//effect number-----------------------Remove Ammo
      -1.000000;//parameter1
      1.00000;//parameter2
      36.000000;//parameter3
      0.000000;//parameter4
	33;//effect number-----------------------Stagger Mouse
      25.000000;//parameter1
      25.000000;//parameter2
      200.000000;//parameter3
      0.000000;//parameter4
  end_fire_effects;
  begin_hit_effects;
  4;//effect number-----------------------Blood Particles
      -5.000000;//parameter1
      1.00000;//parameter2
      21.000000;//parameter3
      0.000000;//parameter4
    63;//effect number-----------------------Add Knock-Out Effect [25-50]
      25.000000;//parameter1
      50.00000;//parameter2
      32.000000;//parameter3
      1.000000;//parameter4
63;//effect number-----------------------Damage NPCs [15 - 30]
      -15.000000;//parameter1
      -30.00000;//parameter2
      0.000000;//parameter3
      1.000000;//parameter4
53;//effect number------------------------------Add Knock-Out Effect [350]
      350.00000;//parameter1
      -1.00000;//parameter2
      32.000000;//parameter3
      1000.000000;//parameter4
  end_hit_effects;
Pump Shotgun Incendiary Shell;//name---------------------------------------
  41;//identifier
  41;//class
  bullet0.png;//bullet texture
  25;//bullets at one shot
  0;//stop at hit 0=stop where hit, 1=don't stop
  0.200000;//bullet size
  0.100000;//spread
  2.000000;//bullet speed
  425.000000;//time until bullet disappears
  400;//fire rate
  0;//trace 0=no trace, 1=blue beam, 2=bullet trace, 3=red beam, 4=green beam, 5=yellow beam
  -1;//hit visual effect colour, -1=nothing 0=?, 1=red, 2=green, 3=blue
  0;//hit visual effect particle, -1=nothing, 0=>particle from particles.dat 
  none;//hit effect sound
  0.200000;//push target back
  0.030000;//push shooter back
  shotgun.wav;//fire sound
  claws0_hit.wav;//hit sound
  1.000000;//AI hear volume, the amount of anger the AI gets when it hears the weapon
  begin_wield_conditions;
   3;//condition-----------------------Must Have Ammo
      36.000000;//condition parameter0
      1.000000;//condition parameter1
   0;//condition-----------------------Must Not Have Shotgun Shell Selected
      118.000000;//condition parameter0
      0.000000;//condition parameter1
   0;//condition-----------------------Must Not Have Shotgun Slug Selected
      119.000000;//condition parameter0
      0.000000;//condition parameter1
   0;//condition-----------------------Must Not Have Shotgun Beanbag Slug Selected
      120.000000;//condition parameter0
      0.000000;//condition parameter1
  end_wield_conditions;
  begin_fire_effects;
27;//effect number-----------------------Make Muzzle Light
      6.000000;//parameter1
      50.000000;//parameter2
      0.500000;//parameter3
      0.600000;//parameter4
    4;//effect number-----------------------Remove Ammo
      -1.000000;//parameter1
      1.00000;//parameter2
      36.000000;//parameter3
      0.000000;//parameter4
	33;//effect number-----------------------Stagger Mouse
      25.000000;//parameter1
      25.000000;//parameter2
      200.000000;//parameter3
      0.000000;//parameter4
  end_fire_effects;
  begin_hit_effects;
  4;//effect number-----------------------Blood Particles
      -5.000000;//parameter1
      1.00000;//parameter2
      21.000000;//parameter3
      0.000000;//parameter4
63;//effect number-----------------------Damage NPCs [50 - 75]
      -2.000000;//parameter1
      -3.00000;//parameter2
      0.000000;//parameter3
      1.000000;//parameter4
53;//effect number------------------------------Add Knock-Out Effect [125]
      5.00000;//parameter1
      -1.00000;//parameter2
      32.000000;//parameter3
      1000.000000;//parameter4
53;//effect number------------------------------Add Fire Effect [125]
      -0.5.00000;//parameter1
      3.00000;//parameter2
      0.000000;//parameter3
      5000.000000;//parameter4
  end_hit_effects;
Anomaly Force Light;//name---------------------------------------
  42;//identifier
  43;//class
  bullet0.png;//bullet texture
  20;//bullets at one shot
  1;//stop at hit 0=stop where hit, 1=don't stop
  0.000000;//bullet size
  6.283185;//spread
  1.000000;//bullet speed
  150.000000;//time until bullet disappears
  100;//fire rate
  0;//trace 0=no trace, 1=blue beam, 2=bullet trace, 3=red beam, 4=green beam, 5=yellow beam
  -1;//hit visual effect colour, -1=nothing 0=?, 1=red, 2=green, 3=blue
  -1;//hit visual effect particle, -1=nothing, 0=>particle from particles.dat 
  none;//hit effect sound
  0.200000;//push target back
  0.000000;//push shooter back
  none;//fire sound
  none;//hit sound
  0.000000;//AI hear volume, the amount of anger the AI gets when it hears the weapon
  begin_wield_conditions;
  end_wield_conditions;
  begin_fire_effects;
  end_fire_effects;
  begin_hit_effects;
    63;//effect number-----------------------Damage NPCs [5-8]
      -5.000000;//parameter1
      -15.00000;//parameter2
      0.000000;//parameter3
      1.000000;//parameter4
    63;//effect number-----------------------Add Knock-Out Effect [25-45]
      25.000000;//parameter1
      45.00000;//parameter2
      32.000000;//parameter3
      1.000000;//parameter4
    63;//effect number-----------------------Damage Brute [5-8]
      -5.000000;//parameter1
      -15.00000;//parameter2
      8.000000;//parameter3
      1.000000;//parameter4
      27;//effect number-----------------------Drop Particles
      20.000000;//parameter1
      500.000000;//parameter2
      1.000000;//parameter3
      1.000000;//parameter4
    63;//effect number------------------------------Damage Conciousness[5-20]
      5.000000;//parameter1
      20.00000;//parameter2
      20.000000;//parameter3
      1.000000;//parameter4
    63;//effect number------------------------------Damage Critical[13-27]
      -13.000000;//parameter1
      -27.00000;//parameter2
      11.000000;//parameter3
      1.000000;//parameter4
  end_hit_effects;
Anomaly Force Heavy;//name---------------------------------------
  43;//identifier
  43;//class
  bullet0.png;//bullet texture
  15;//bullets at one shot
  1;//stop at hit 0=stop where hit, 1=don't stop
  0.000000;//bullet size
  6.283185;//spread
  1.000000;//bullet speed
  100.000000;//time until bullet disappears
  75;//fire rate
  0;//trace 0=no trace, 1=blue beam, 2=bullet trace, 3=red beam, 4=green beam, 5=yellow beam
  -1;//hit visual effect colour, -1=nothing 0=?, 1=red, 2=green, 3=blue
  -1;//hit visual effect particle, -1=nothing, 0=>particle from particles.dat 
  none;//hit effect sound
  0.400000;//push target back
  0.000000;//push shooter back
  none;//fire sound
  none;//hit sound
  0.000000;//AI hear volume, the amount of anger the AI gets when it hears the weapon
  begin_wield_conditions;
  end_wield_conditions;
  begin_fire_effects;
  end_fire_effects;
  begin_hit_effects;
    63;//effect number-----------------------Damage NPCs [35-75]
      -35.000000;//parameter1
      -75.00000;//parameter2
      0.000000;//parameter3
      1.000000;//parameter4
    63;//effect number-----------------------Add Knock-Out Effect [125-245]
      125.000000;//parameter1
      245.00000;//parameter2
      32.000000;//parameter3
      1.000000;//parameter4
    63;//effect number-----------------------Damage Brute [25-55]
      -25.000000;//parameter1
      -55.00000;//parameter2
      8.000000;//parameter3
      1.000000;//parameter4
      27;//effect number-----------------------Drop Particles
      21.000000;//parameter1
      500.000000;//parameter2
      2.000000;//parameter3
      2.000000;//parameter4
    63;//effect number------------------------------Damage Conciousness[23-47]
      23.000000;//parameter1
      47.00000;//parameter2
      20.000000;//parameter3
      1.000000;//parameter4
    63;//effect number------------------------------Damage Critical[33-127]
      -33.000000;//parameter1
      -127.00000;//parameter2
      11.000000;//parameter3
      1.000000;//parameter4
  end_hit_effects;
Fire Anomaly Weak Flames;//name---------------------------------------
  44;//identifier
  41;//class
  bullet0.png;//bullet texture
 20;//bullets at one shot
  0;//stop at hit 0=stop where hit, 1=don't stop
  0.000000;//bullet size
  6.283185;//spread
  1.000000;//bullet speed
  175.000000;//time until bullet disappears
  100;//fire rate
  0;//trace 0=no trace, 1=blue beam, 2=bullet trace, 3=red beam, 4=green beam, 5=yellow beam
  2;//hit visual effect colour, -1=nothing 0=?, 1=red, 2=green, 3=blue
  34;//hit visual effect particle, -1=nothing, 0=>particle from particles.dat 
  fire.wav;//hit effect sound
  0.000000;//push target back
  0.000000;//push shooter back
  none;//fire sound
  none;//hit sound
  0.000000;//AI hear volume, the amount of anger the AI gets when it hears the weapon
  begin_wield_conditions;
  end_wield_conditions;
  begin_fire_effects;
  end_fire_effects;
  begin_hit_effects;
      53;//effect number------------------------------Damage NPCs[5]
      -1.00000;//parameter1
      -1.00000;//parameter2
      0.000000;//parameter3
      5000.000000;//parameter4
      53;//effect number------------------------------Damage Burn[5]
      -1.000000;//parameter1
      44.00000;//parameter2
      7.000000;//parameter3
      5000.000000;//parameter4
    63;//effect number-----------------------Add Knock-Out Effect [5-15]
      5.000000;//parameter1
      15.00000;//parameter2
      32.000000;//parameter3
      1.000000;//parameter4
    63;//effect number------------------------------Damage Conciousness[3-7]
      3.000000;//parameter1
      7.00000;//parameter2
      20.000000;//parameter3
      1.000000;//parameter4
    63;//effect number------------------------------Damage Critical[3-27]
      -3.000000;//parameter1
      -27.00000;//parameter2
      11.000000;//parameter3
      1.000000;//parameter4
      27;//effect number-----------------------Drop Particles
      23.000000;//parameter1
      500.000000;//parameter2
      0.800000;//parameter3
      0.500000;//parameter4
  end_hit_effects;
Fire Anomaly Heavy Flames;//name---------------------------------------
  45;//identifier
  41;//class
  bullet0.png;//bullet texture
  10;//bullets at one shot
  0;//stop at hit 0=stop where hit, 1=don't stop
  0.000000;//bullet size
  6.283185;//spread
  1.000000;//bullet speed
  100.000000;//time until bullet disappears
  100;//fire rate
  0;//trace 0=no trace, 1=blue beam, 2=bullet trace, 3=red beam, 4=green beam, 5=yellow beam
  1;//hit visual effect colour, -1=nothing 0=?, 1=red, 2=green, 3=blue
  5;//hit visual effect particle, -1=nothing, 0=>particle from particles.dat 
  fire.wav;//hit effect sound
  0.000000;//push target back
  0.000000;//push shooter back
  none;//fire sound
  none;//hit sound
  0.000000;//AI hear volume, the amount of anger the AI gets when it hears the weapon
  begin_wield_conditions;
  end_wield_conditions;
  begin_fire_effects;
  end_fire_effects;
  begin_hit_effects;
      53;//effect number------------------------------Damage NPCs[15]
      -3.00000;//parameter1
      -1.00000;//parameter2
      0.000000;//parameter3
      5000.000000;//parameter4
      53;//effect number------------------------------Damage Burn[45]
      -45.000000;//parameter1
      44.00000;//parameter2
      7.000000;//parameter3
      10000.000000;//parameter4
    63;//effect number-----------------------Add Knock-Out Effect [15-35]
      15.000000;//parameter1
      35.00000;//parameter2
      32.000000;//parameter3
      1.000000;//parameter4
    63;//effect number------------------------------Damage Conciousness[23-47]
      23.000000;//parameter1
      47.00000;//parameter2
      20.000000;//parameter3
      1.000000;//parameter4
    63;//effect number------------------------------Damage Critical[33-127]
      -33.000000;//parameter1
      -127.00000;//parameter2
      11.000000;//parameter3
      1.000000;//parameter4
      27;//effect number-----------------------Drop Particles
      22.000000;//parameter1
      1500.000000;//parameter2
      2.000000;//parameter3
      1.000000;//parameter4
  end_hit_effects;
Moving Fire Anomaly Weak Flames;//name---------------------------------------
  46;//identifier
  41;//class
  bullet0.png;//bullet texture
 20;//bullets at one shot
  0;//stop at hit 0=stop where hit, 1=don't stop
  0.000000;//bullet size
  6.283185;//spread
  1.000000;//bullet speed
  55.000000;//time until bullet disappears
  100;//fire rate
  0;//trace 0=no trace, 1=blue beam, 2=bullet trace, 3=red beam, 4=green beam, 5=yellow beam
  1;//hit visual effect colour, -1=nothing 0=?, 1=red, 2=green, 3=blue
  5;//hit visual effect particle, -1=nothing, 0=>particle from particles.dat 
  fire.wav;//hit effect sound
  0.000000;//push target back
  0.000000;//push shooter back
  none;//fire sound
  none;//hit sound
  0.000000;//AI hear volume, the amount of anger the AI gets when it hears the weapon
  begin_wield_conditions;
  end_wield_conditions;
  begin_fire_effects;
  end_fire_effects;
  begin_hit_effects;
      53;//effect number------------------------------Damage NPCs[5]
      -1.00000;//parameter1
      -1.00000;//parameter2
      0.000000;//parameter3
      5000.000000;//parameter4
      53;//effect number------------------------------Damage Burn[5]
      -1.000000;//parameter1
      44.00000;//parameter2
      7.000000;//parameter3
      5000.000000;//parameter4
    63;//effect number-----------------------Add Knock-Out Effect [5-15]
      5.000000;//parameter1
      15.00000;//parameter2
      32.000000;//parameter3
      1.000000;//parameter4
    63;//effect number------------------------------Damage Conciousness[3-7]
      3.000000;//parameter1
      7.00000;//parameter2
      20.000000;//parameter3
      1.000000;//parameter4
    63;//effect number------------------------------Damage Critical[3-27]
      -3.000000;//parameter1
      -27.00000;//parameter2
      11.000000;//parameter3
      1.000000;//parameter4
      27;//effect number-----------------------Drop Particles
      23.000000;//parameter1
      500.000000;//parameter2
      0.200000;//parameter3
      0.100000;//parameter4
  end_hit_effects;
Blood Sucker claws (Young);//name---------------------------------------
  47;//identifier
  44;//class
  bullet0.png;//bullet texture
  1;//bullets at one shot
  0;//stop at hit 0=stop where hit, 1=don't stop
  0.000000;//bullet size
  0.200000;//spread
  1.000000;//bullet speed
  30.000000;//time until bullet disappears
  500;//fire rate
  0;//trace 0=no trace, 1=blue beam, 2=bullet trace, 3=red beam, 4=green beam, 5=yellow beam
  -1;//hit visual effect colour, -1=nothing 0=?, 1=red, 2=green, 3=blue
  0;//hit visual effect particle, -1=nothing, 0=>particle from particles.dat 
  none;//hit effect sound
  0.000000;//push target back
  0.000000;//push shooter back
shriekattack.wav;//fire sound
  claws0_hit.wav;//hit sound
  0.500000;//AI hear volume, the amount of anger the AI gets when it hears the weapon
  begin_wield_conditions;
  end_wield_conditions;
  begin_fire_effects;
		46;//effect number----------------------Flee
      0.000000;//parameter1
      3.000000;//parameter2
      5000.000000;//parameter3
      -1.000000;//parameter4
  end_fire_effects;
  begin_hit_effects;
    63;//effect number------------------------------Damage NPCs[1-2]
      -1.000000;//parameter1
      -2.00000;//parameter2
      0.000000;//parameter3
      1.000000;//parameter4
    63;//effect number------------------------------Damage Brute[1-2]
      -1.000000;//parameter1
      -2.00000;//parameter2
      8.000000;//parameter3
      1.000000;//parameter4
	 1;//effect number-----------------------Slow Down Creature
      6000.000000;//parameter1
      -1.000000;//parameter2
      0.950000;//parameter3
      0.000000;//parameter4
    63;//effect number------------------------------Make Bleed[1-2]
      1.000000;//parameter1
      3.00000;//parameter2 12)(
      16.000000;//parameter3
      1.000000;//parameter4
  4;//effect number-----------------------Blood Particles
      -1.000000;//parameter1
      1.00000;//parameter2
      21.000000;//parameter3
      0.000000;//parameter4
  end_hit_effects;
Screwdriver (Attack);//name---------------------------------------
	48;//identifier
	44;//class
	sharpbullet.png;//bullet texture
	1;//bullets at one shot
	0;//stop at hit 0=stop where hit, 1=don't stop
	2.000000;//bullet size
	0.000000;//spread
	1.000000;//bullet speed
	30.000000;//time until bullet disappears
	0;//fire rate
	0;//trace 0=no trace, 1=blue beam, 2=bullet trace, 3=red beam, 4=green beam, 5=yellow beam
	-1;//hit visual effect colour, -1=nothing 0=?, 1=red, 2=green, 3=blue
	0;//hit visual effect particle, -1=nothing, 0=>particle from particles.dat 
	none;//hit effect sound
	1.100000;//push target back
	0.000000;//push shooter back
	claws0.wav;//fire sound
	knife.wav;//hit sound
	0.500000;//AI hear volume, the amount of anger the AI gets when it hears the weapon
	begin_wield_conditions;
		3;//condition-----------------------Must Not Be Tired
			3.000000;//condition parameter0
			8.000000;//condition parameter1
	end_wield_conditions;
	begin_fire_effects;
		63;//effect number-----------------------Tire Player
			-8.000000;//parameter1
			-5.00000;//parameter2
			3.000000;//parameter3
			1.000000;//parameter4
	end_fire_effects;
	begin_hit_effects;
		63;//effect number-----------------------Add Knock-Out Effect [15-55]
			15.000000;//parameter1
			55.00000;//parameter2
			32.000000;//parameter3
			1.000000;//parameter4
		44;//effect number-----------------------Reduce Durability [17]
			-17.000000;//parameter1
			1.00000;//parameter2
			24.000000;//parameter3
			0.000000;//parameter4
		63;//effect number-----------------------Damage NPCs [15-35]
			0.000000;//parameter1
			-20.00000;//parameter2
			0.000000;//parameter3
			1.000000;//parameter4
		4;//effect number-----------------------Damage NPCs [15]
			-15.000000;//parameter1
			0.00000;//parameter2
			0.000000;//parameter3
			0.000000;//parameter4
		1;//effect number-----------------------Slow Down Creature
			2000.000000;//parameter1
			-1.000000;//parameter2
			0.600000;//parameter3
			0.000000;//parameter4
		29;//effect number-----------------------Run Script "Check Screwdriver Durability" [29]
			29.000000;//parameter1
			1.00000;//parameter2
			0.000000;//parameter3
			0.000000;//parameter4
	end_hit_effects;
Wirecutter (Attack);//name---------------------------------------
	49;//identifier
	44;//class
	sharpbullet.png;//bullet texture
	1;//bullets at one shot
	0;//stop at hit 0=stop where hit, 1=don't stop
	2.000000;//bullet size
	0.000000;//spread
	1.000000;//bullet speed
	30.000000;//time until bullet disappears
	0;//fire rate
	0;//trace 0=no trace, 1=blue beam, 2=bullet trace, 3=red beam, 4=green beam, 5=yellow beam
	-1;//hit visual effect colour, -1=nothing 0=?, 1=red, 2=green, 3=blue
	-1;//hit visual effect particle, -1=nothing, 0=>particle from particles.dat 
	none;//hit effect sound
	1.100000;//push target back
	0.000000;//push shooter back
	claws0.wav;//fire sound
	knife.wav;//hit sound
	0.500000;//AI hear volume, the amount of anger the AI gets when it hears the weapon
	begin_wield_conditions;
		3;//condition-----------------------Must Not Be Tired
			3.000000;//condition parameter0
			8.000000;//condition parameter1
